ID,Name,Service,Cadre,Reference_Value,Qualification,Subject,Division,Source
OR018000,Shri Hawa Singh Chahar,Indian Administrative Service,Odisha,0,Graduate,English,Third,Supremo
OR018000,Shri Hawa Singh Chahar,Indian Administrative Service,Odisha,2,P.G.,Economics,Second,Supremo
OR018100,Shri Ramesh Chandra Misra,Indian Administrative Service,Odisha,0,Graduate,Political Sc.,First,Supremo
OR018100,Shri Ramesh Chandra Misra,Indian Administrative Service,Odisha,2,P.G.,Political Sc.,First,Supremo
OR018200,Shri Bijay Kumar Patnaik,Indian Administrative Service,Odisha,0,Graduate,History,First,Supremo
OR018200,Shri Bijay Kumar Patnaik,Indian Administrative Service,Odisha,2,P.G.,Political Sc.,First,Supremo
OR018201,Shri Ic Das,Indian Administrative Service,Odisha,0,Graduate,Commerce,Third,Supremo
OR018202,Shri Rn Mohanty,Indian Administrative Service,Odisha,0,N.A.,N.A.,Ordinary,Supremo
OR018203,Shri P Patnaik,Indian Administrative Service,Odisha,0,Graduate,History,Third,Supremo
OR018203,Shri P Patnaik,Indian Administrative Service,Odisha,2,P.G.,History,Third,Supremo
OR018204,Shri P K Swain,Indian Administrative Service,Odisha,0,Graduate,Economics,Second,Supremo
OR018204,Shri P K Swain,Indian Administrative Service,Odisha,2,Graduate,Law,First,Supremo
OR018204,Shri P K Swain,Indian Administrative Service,Odisha,4,P.G.,Economics,Second,Supremo
PB013700,Shri Damanbir Singh Jaspal,Indian Administrative Service,Punjab,0,Graduate,Economics,Second,Supremo
PB013700,Shri Damanbir Singh Jaspal,Indian Administrative Service,Punjab,2,P.G.,English Lit,First,Supremo
RJ017500,Ms. Asha Singh,Indian Administrative Service,Rajasthan,0,Graduate,Economics,First,Supremo
RJ017500,Ms. Asha Singh,Indian Administrative Service,Rajasthan,2,P.G.,Economics,First,Supremo
RJ017600,Shri Rajiv Sharma,Indian Administrative Service,Rajasthan,0,Graduate,English Lit,First,Supremo
RJ017600,Shri Rajiv Sharma,Indian Administrative Service,Rajasthan,2,P.G.,Political Sc.,Second,Supremo
RJ017700,Shri Atul Kumar Garg,Indian Administrative Service,Rajasthan,0,Graduate,English Lit,First,Supremo
RJ017700,Shri Atul Kumar Garg,Indian Administrative Service,Rajasthan,2,P.G.,History,Second,Supremo
RJ017700,Shri Atul Kumar Garg,Indian Administrative Service,Rajasthan,4,P.G.,Political Sc.,Second,Supremo
RJ017800,Shri K S Money,Indian Administrative Service,Rajasthan,0,Graduate,Economics,Second,Supremo
RJ017800,Shri K S Money,Indian Administrative Service,Rajasthan,2,P.G.,Development Economics,Ordinary,Supremo
RJ017800,Shri K S Money,Indian Administrative Service,Rajasthan,4,P.G.,Economics,Second,Supremo
RJ018000,Shri Dharam Singh Sagar,Indian Administrative Service,Rajasthan,0,Graduate,English,Second,Supremo
RJ018000,Shri Dharam Singh Sagar,Indian Administrative Service,Rajasthan,2,P.G.,Law,First,Supremo
RJ018000,Shri Dharam Singh Sagar,Indian Administrative Service,Rajasthan,4,P.G.,Public Admn,Second,Supremo
KL011200,Shri Sayan Chatterjee,Indian Administrative Service,Kerala,0,Diploma,Development Economics,Ordinary,Supremo
KL011200,Shri Sayan Chatterjee,Indian Administrative Service,Kerala,2,Graduate,Chemistry,First,Supremo
KL011200,Shri Sayan Chatterjee,Indian Administrative Service,Kerala,4,P.G.,Chemistry,First,Supremo
AP024700,Shri Rajinder Pal Singh,Indian Administrative Service,Andhra Pradesh,0,Graduate,Mathematics,First,Supremo
AP024700,Shri Rajinder Pal Singh,Indian Administrative Service,Andhra Pradesh,2,P.G.,Mathematics,First,Supremo
KL011100,Shri Mathew C Kunnumkal,Indian Administrative Service,Kerala,0,Graduate,Zoology,First,Supremo
KL011100,Shri Mathew C Kunnumkal,Indian Administrative Service,Kerala,2,M.B.A.,Business Admn.,Ordinary,Supremo
KL011100,Shri Mathew C Kunnumkal,Indian Administrative Service,Kerala,4,P.G.,Marine Biology,First,Supremo
BH026400,Shri Upendra Kumar Sinha,Indian Administrative Service,Bihar,0,Graduate,Law,Second,Supremo
BH026400,Shri Upendra Kumar Sinha,Indian Administrative Service,Bihar,2,Graduate,Physics,First,Supremo
BH026400,Shri Upendra Kumar Sinha,Indian Administrative Service,Bihar,4,P.G.,Physics,First,Supremo
WB024000,Shri K S Rajendra Kumar,Indian Administrative Service,West Bengal,0,Graduate,Botany,First,Supremo
WB024000,Shri K S Rajendra Kumar,Indian Administrative Service,West Bengal,2,P.G.,Botany,First,Supremo
UP038900,Dr. Syed Nasim Ahmad Zaidi,Indian Administrative Service,Uttar Pradesh,0,Graduate,Botany,First,Supremo
UP038900,Dr. Syed Nasim Ahmad Zaidi,Indian Administrative Service,Uttar Pradesh,2,P.G.,Bio Chemistry,First,Supremo
UP038900,Dr. Syed Nasim Ahmad Zaidi,Indian Administrative Service,Uttar Pradesh,4,P.G.,Business Finance,First,Supremo
UP038900,Dr. Syed Nasim Ahmad Zaidi,Indian Administrative Service,Uttar Pradesh,6,P.G.,Public Admn,First,Supremo
UP038900,Dr. Syed Nasim Ahmad Zaidi,Indian Administrative Service,Uttar Pradesh,8,Ph. D.,Bio Chemistry,-,Supremo
SK002300,Shri Alok Rawat,Indian Administrative Service,Sikkim,0,P.G.,Dev Studies,First,Supremo
SK002300,Shri Alok Rawat,Indian Administrative Service,Sikkim,2,P.G.,National Security,Pass,Supremo
SK002300,Shri Alok Rawat,Indian Administrative Service,Sikkim,4,B.Sc.,Physics,First,Supremo
SK002300,Shri Alok Rawat,Indian Administrative Service,Sikkim,6,M.Sc.,Physics,First,Supremo
SK002300,Shri Alok Rawat,Indian Administrative Service,Sikkim,8,M.Phil.,Defence & Strategic Studies,First,Supremo
SK002301,Shri Kunzang Sherab,Indian Administrative Service,Sikkim,0,Graduate,English,Ordinary,Supremo
SK002302,Shri Pasong Namgyal,Indian Administrative Service,Sikkim,0,N.A.,Commerce,Ordinary,Supremo
SK002303,Shri P T Gyamtso,Indian Administrative Service,Sikkim,0,Diploma,Business Admn.,First,Supremo
SK002303,Shri P T Gyamtso,Indian Administrative Service,Sikkim,2,Graduate,Commerce,Second,Supremo
SK002304,Shri Ranjeet Singh Basnet,Indian Administrative Service,Sikkim,0,Graduate,Education,Second,Supremo
SK002304,Shri Ranjeet Singh Basnet,Indian Administrative Service,Sikkim,2,Graduate,History,Third,Supremo
SK002304,Shri Ranjeet Singh Basnet,Indian Administrative Service,Sikkim,4,LL.B.,Law,Second,Supremo
SK002304,Shri Ranjeet Singh Basnet,Indian Administrative Service,Sikkim,6,P.G.,History,Second,Supremo
SK002305,Shri Dk Gajmer,Indian Administrative Service,Sikkim,0,Graduate,Physics,First,Supremo
SK002305,Shri Dk Gajmer,Indian Administrative Service,Sikkim,2,P.G.,Physics,Second,Supremo
SK002306,Shri Dorji Dadul,Indian Administrative Service,Sikkim,0,N.A.,Commerce,Ordinary,Supremo
SK002307,Shri Rajiva Shankar Shrestha,Indian Administrative Service,Sikkim,0,Graduate,Zoology,Second,Supremo
SK002307,Shri Rajiva Shankar Shrestha,Indian Administrative Service,Sikkim,2,P.G.,Zoology,Second,Supremo
SK002308,Ms. Jayshree Pradhan,Indian Administrative Service,Sikkim,0,Graduate,Chemistry,Second,Supremo
SK002308,Ms. Jayshree Pradhan,Indian Administrative Service,Sikkim,2,P.G.,Chemistry,Second,Supremo
SK002309,Shri Sangay Dorji Basi,Indian Administrative Service,Sikkim,0,Graduate,Economics,Second,Supremo
SK002310,Shri Lt Tonyot,Indian Administrative Service,Sikkim,0,Graduate,N.A.,Second,Supremo
SK002311,Shri Tp Ghimirey,Indian Administrative Service,Sikkim,0,Graduate,English,Second,Supremo
SK002312,Shri Lb Pradhan,Indian Administrative Service,Sikkim,0,Graduate,Art,Ordinary,Supremo
TN022000,Ms. S Rajendran,Indian Administrative Service,Tamil Nadu,0,Diploma,Russian,First,Supremo
TN022000,Ms. S Rajendran,Indian Administrative Service,Tamil Nadu,2,Graduate,Geography,Second,Supremo
TN022000,Ms. S Rajendran,Indian Administrative Service,Tamil Nadu,4,P.G.,Geography,First,Supremo
TN022100,Shri Debendranath Sarangi,Indian Administrative Service,Tamil Nadu,0,Graduate,Political Sc.,Second,Supremo
TN022100,Shri Debendranath Sarangi,Indian Administrative Service,Tamil Nadu,2,P.G.,Political Sc.,First,Supremo
TN022200,Ms. Qudsia Gandhi,Indian Administrative Service,Tamil Nadu,0,Graduate,Psychology,First,Supremo
TN022200,Ms. Qudsia Gandhi,Indian Administrative Service,Tamil Nadu,2,P.G.,Management,Ordinary,Supremo
TN022200,Ms. Qudsia Gandhi,Indian Administrative Service,Tamil Nadu,4,P.G.,Psychology,First,Supremo
TN022300,Ms. S Malathi,Indian Administrative Service,Tamil Nadu,0,Graduate,Chemistry,First,Supremo
TN022300,Ms. S Malathi,Indian Administrative Service,Tamil Nadu,2,P.G.,Zoology,First,Supremo
TN022500,Shri Rakesh Kacker,Indian Administrative Service,Tamil Nadu,0,Graduate,Economics,First,Supremo
TN022500,Shri Rakesh Kacker,Indian Administrative Service,Tamil Nadu,2,P.G.,Economics,First,Supremo
TN022600,Shri Sameer Vyas,Indian Administrative Service,Tamil Nadu,0,B.A. Honours,English Lit,Third,Supremo
TN022600,Shri Sameer Vyas,Indian Administrative Service,Tamil Nadu,2,Diploma,N.A.,Second,Supremo
TN022600,Shri Sameer Vyas,Indian Administrative Service,Tamil Nadu,4,M.A.,English Lit,Second,Supremo
TN022600,Shri Sameer Vyas,Indian Administrative Service,Tamil Nadu,6,M.P.A.,Public Admn,First,Supremo
TN022600,Shri Sameer Vyas,Indian Administrative Service,Tamil Nadu,8,P.G.,Public Admn,First,Supremo
TN022700,Shri Ajay Bhattacharya,Indian Administrative Service,Tamil Nadu,0,Graduate,Mech.engg.,First,Supremo
TN022700,Shri Ajay Bhattacharya,Indian Administrative Service,Tamil Nadu,2,P.G.,Economics,Second,Supremo
TN022800,Dr.(Ms.) M Sheela Priya,Indian Administrative Service,Tamil Nadu,0,Certificate,German,First,Supremo
TN022800,Dr.(Ms.) M Sheela Priya,Indian Administrative Service,Tamil Nadu,2,Diploma,French,First,Supremo
TN022800,Dr.(Ms.) M Sheela Priya,Indian Administrative Service,Tamil Nadu,4,P.G.,English Lit,Second,Supremo
TN022800,Dr.(Ms.) M Sheela Priya,Indian Administrative Service,Tamil Nadu,6,M.B.A.,Human Res Mngmt,-,Supremo
TN022800,Dr.(Ms.) M Sheela Priya,Indian Administrative Service,Tamil Nadu,8,M.B.A.,N.A.,-,Supremo
TN022800,Dr.(Ms.) M Sheela Priya,Indian Administrative Service,Tamil Nadu,10,Ph. D.,Philosophy,-,Supremo
TN022900,Shri R Christodas Gandhi,Indian Administrative Service,Tamil Nadu,0,Graduate,English Lit,Third,Supremo
TN022900,Shri R Christodas Gandhi,Indian Administrative Service,Tamil Nadu,2,P.G.,English Lit,Second,Supremo
TN023000,Shri Ujagar Singh,Indian Administrative Service,Tamil Nadu,0,Diploma,Electrical Engg.,Ordinary,Supremo
TN023000,Shri Ujagar Singh,Indian Administrative Service,Tamil Nadu,2,Graduate,Punjabi,Second,Supremo
TN023000,Shri Ujagar Singh,Indian Administrative Service,Tamil Nadu,4,M.B.A.,Business Admn.,Second,Supremo
TN023001,Shri K Sundaramurthy,Indian Administrative Service,Tamil Nadu,0,P.G.,Commerce,Ordinary,Supremo
AM014300,Shri Sg Hoda,Indian Administrative Service,Assam Meghalya,0,Graduate,Economics,Second,Supremo
AM014300,Shri Sg Hoda,Indian Administrative Service,Assam Meghalya,2,P.G.,Economics,First,Supremo
AM014400,Shri Sharad Gupta,Indian Administrative Service,Assam Meghalya,0,Graduate,Physics,First,Supremo
AM014400,Shri Sharad Gupta,Indian Administrative Service,Assam Meghalya,2,P.G.,Physics,First,Supremo
AM014500,Shri Winston Mark Simon Pariat,Indian Administrative Service,Assam Meghalya,0,Graduate,English,Second,Supremo
AM014500,Shri Winston Mark Simon Pariat,Indian Administrative Service,Assam Meghalya,2,P.G.,English,Second,Supremo
AM014501,Shri Fb Lyngdoh,Indian Administrative Service,Assam Meghalya,0,N.A.,N.A.,Ordinary,Supremo
AP025500,Shri Jannat Hussain,Indian Administrative Service,Andhra Pradesh,0,Graduate,Physics,First,Supremo
AP025500,Shri Jannat Hussain,Indian Administrative Service,Andhra Pradesh,2,P.G.,Physics,First,Supremo
AP025600,Shri J Satyanarayana,Indian Administrative Service,Andhra Pradesh,0,Graduate,Mathematics,First,Supremo
AP025600,Shri J Satyanarayana,Indian Administrative Service,Andhra Pradesh,2,P.G.,Physics,First,Supremo
AP025700,Shri M V P Chandrasekar Sastry,Indian Administrative Service,Andhra Pradesh,0,Graduate,Biology,Second,Supremo
AP025700,Shri M V P Chandrasekar Sastry,Indian Administrative Service,Andhra Pradesh,2,LL.B.,Law,First,Supremo
AP025700,Shri M V P Chandrasekar Sastry,Indian Administrative Service,Andhra Pradesh,4,LL.M.,Intnl.law,First,Supremo
AP025800,Shri Prabhakar D Thomas,Indian Administrative Service,Andhra Pradesh,0,M.A.,English,Second,Supremo
AP025900,Ms. M Chaya Ratan,Indian Administrative Service,Andhra Pradesh,0,Graduate,Political Sc.,Third,Supremo
AP025900,Ms. M Chaya Ratan,Indian Administrative Service,Andhra Pradesh,2,P.G.,Political Sc.,Second,Supremo
AP026000,Dr. Rosem Lal,Indian Administrative Service,Andhra Pradesh,0,Graduate,English,Third,Supremo
AP026000,Dr. Rosem Lal,Indian Administrative Service,Andhra Pradesh,2,P.G.,Divinity,Second,Supremo
AP026000,Dr. Rosem Lal,Indian Administrative Service,Andhra Pradesh,4,P.G.,English,Second,Supremo
AP026000,Dr. Rosem Lal,Indian Administrative Service,Andhra Pradesh,6,P.G.,History,Second,Supremo
AP026000,Dr. Rosem Lal,Indian Administrative Service,Andhra Pradesh,8,PG Diploma,Journalism,First,Supremo
AP026000,Dr. Rosem Lal,Indian Administrative Service,Andhra Pradesh,10,Ph. D.,Divinity,-,Supremo
AP026000,Dr. Rosem Lal,Indian Administrative Service,Andhra Pradesh,12,Ph. D.,English,Pass,Supremo
AP026000,Dr. Rosem Lal,Indian Administrative Service,Andhra Pradesh,14,Ph. D.,History,Pass,Supremo
AP026002,Shri Psv Prasada Rao,Indian Administrative Service,Andhra Pradesh,0,Graduate,English,Third,Supremo
AP026002,Shri Psv Prasada Rao,Indian Administrative Service,Andhra Pradesh,2,Graduate,Law,Third,Supremo
AP026003,Shri Ar Jaya Prakash,Indian Administrative Service,Andhra Pradesh,0,Graduate,Geology,Second,Supremo
AP026003,Shri Ar Jaya Prakash,Indian Administrative Service,Andhra Pradesh,2,P.G.,Geology,First,Supremo
AP026004,Shri Smb Subramanyam,Indian Administrative Service,Andhra Pradesh,0,LL.B.,Law,Ordinary,Supremo
AP026004,Shri Smb Subramanyam,Indian Administrative Service,Andhra Pradesh,2,P.G.,Economics,Ordinary,Supremo
AP026005,Shri M V S Prasad,Indian Administrative Service,Andhra Pradesh,0,Graduate,Political Sc.,Ordinary,Supremo
AP026005,Shri M V S Prasad,Indian Administrative Service,Andhra Pradesh,2,P.G.,Public Admn,Ordinary,Supremo
AP026011,Shri D Siva Prasad,Indian Administrative Service,Andhra Pradesh,0,P.G.,Economics,Second,Supremo
AP026011,Shri D Siva Prasad,Indian Administrative Service,Andhra Pradesh,2,P.G.,Law,First,Supremo
AP026011,Shri D Siva Prasad,Indian Administrative Service,Andhra Pradesh,4,P.G.,Mathematics,First,Supremo
AP026011,Shri D Siva Prasad,Indian Administrative Service,Andhra Pradesh,6,P.G.,Public Admn,Second,Supremo
AP026012,Shri Rk Rami Reddy,Indian Administrative Service,Andhra Pradesh,0,Graduate,Economics,Third,Supremo
AP026012,Shri Rk Rami Reddy,Indian Administrative Service,Andhra Pradesh,2,Graduate,Law,Second,Supremo
AP026012,Shri Rk Rami Reddy,Indian Administrative Service,Andhra Pradesh,4,P.G.,Political Sc.,Third,Supremo
AP026014,Shri T Venkat Reddy,Indian Administrative Service,Andhra Pradesh,0,Graduate,Mathematics,Ordinary,Supremo
AP026014,Shri T Venkat Reddy,Indian Administrative Service,Andhra Pradesh,2,P.G.,Education,Second,Supremo
AP026014,Shri T Venkat Reddy,Indian Administrative Service,Andhra Pradesh,4,P.G.,Mathematics,First,Supremo
AP026015,Shri R Ramachandra,Indian Administrative Service,Andhra Pradesh,0,P.G.,Zoology,Second,Supremo
AP026016,Shri Yr Gopal Singh,Indian Administrative Service,Andhra Pradesh,0,Graduate,Economics,Second,Supremo
AP026016,Shri Yr Gopal Singh,Indian Administrative Service,Andhra Pradesh,2,Graduate,Law,Second,Supremo
AP026018,Shri B Bhima Raju,Indian Administrative Service,Andhra Pradesh,0,Graduate,Commerce,Second,Supremo
AP026018,Shri B Bhima Raju,Indian Administrative Service,Andhra Pradesh,2,Graduate,English Lit,Third,Supremo
AP026018,Shri B Bhima Raju,Indian Administrative Service,Andhra Pradesh,4,P.G.,English Lit,Second,Supremo
AP026100,Shri Mohammed Shafiquzzaman,Indian Administrative Service,Andhra Pradesh,0,Graduate,Chemistry,Third,Supremo
AP026100,Shri Mohammed Shafiquzzaman,Indian Administrative Service,Andhra Pradesh,2,P.G.,Urdu,First,Supremo
AP026200,Shri Gurunurkar Sudhir,Indian Administrative Service,Andhra Pradesh,0,Graduate,Economics,Second,Supremo
AP026200,Shri Gurunurkar Sudhir,Indian Administrative Service,Andhra Pradesh,2,LL.B.,Law,Second,Supremo
AP026200,Shri Gurunurkar Sudhir,Indian Administrative Service,Andhra Pradesh,4,P.G.,Dev Adm,-,Supremo
AP026200,Shri Gurunurkar Sudhir,Indian Administrative Service,Andhra Pradesh,6,P.G.,Political Sc.,First,Supremo
AP026300,Dr. Indrajit Pal,Indian Administrative Service,Andhra Pradesh,0,Graduate,Chemistry,First,Supremo
AP026300,Dr. Indrajit Pal,Indian Administrative Service,Andhra Pradesh,2,M.Phil.,Social Sciences,First,Supremo
AP026300,Dr. Indrajit Pal,Indian Administrative Service,Andhra Pradesh,4,P.G.,Organic Chemistry,First,Supremo
AP026300,Dr. Indrajit Pal,Indian Administrative Service,Andhra Pradesh,6,PG Diploma,Public Admn,First,Supremo
BH027500,Shri S Shrivastava,Indian Administrative Service,Bihar,0,Graduate,History,Second,Supremo
BH027500,Shri S Shrivastava,Indian Administrative Service,Bihar,2,P.G.,History,First,Supremo
BH027700,Shri Kumaresh Chandra Mishra,Indian Administrative Service,Bihar,0,Diploma,Business Admn.,Ordinary,Supremo
BH027700,Shri Kumaresh Chandra Mishra,Indian Administrative Service,Bihar,2,Diploma,Marketing,Ordinary,Supremo
BH027700,Shri Kumaresh Chandra Mishra,Indian Administrative Service,Bihar,4,Graduate,Economics,First,Supremo
BH027900,Dr. Madan Mohan Jha,Indian Administrative Service,Bihar,0,Certificate,French,Ordinary,Supremo
BH027900,Dr. Madan Mohan Jha,Indian Administrative Service,Bihar,2,Graduate,Physics,First,Supremo
BH027900,Dr. Madan Mohan Jha,Indian Administrative Service,Bihar,4,P.G.,Physics,First,Supremo
BH027900,Dr. Madan Mohan Jha,Indian Administrative Service,Bihar,6,Ph. D.,Education,Pass,Supremo
BH028000,Shri Anil Kumar Mahajan,Indian Administrative Service,Bihar,0,Graduate,Physics,First,Supremo
BH028000,Shri Anil Kumar Mahajan,Indian Administrative Service,Bihar,2,P.G.,Physics,First,Supremo
BH028100,Shri Vijay Kapur,Indian Administrative Service,Bihar,0,Graduate,History,Second,Supremo
BH028100,Shri Vijay Kapur,Indian Administrative Service,Bihar,2,P.G.,Business Admn.,First,Supremo
BH028300,Shri J N Tripathi,Indian Administrative Service,Bihar,0,Graduate,English,First,Supremo
BH028300,Shri J N Tripathi,Indian Administrative Service,Bihar,2,P.G.,Political Sc.,Second,Supremo
BH028400,Shri Bidyut Kumar Haldar,Indian Administrative Service,Bihar,0,Graduate,Geography,Second,Supremo
BH028400,Shri Bidyut Kumar Haldar,Indian Administrative Service,Bihar,2,P.G.,Geography,Second,Supremo
BH028600,Shri Phool Singh,Indian Administrative Service,Bihar,0,A.M.I.E.,Mech.engg.,Ordinary,Supremo
BH028600,Shri Phool Singh,Indian Administrative Service,Bihar,2,B.Sc.,Physics,First,Supremo
BH028601,Shri R S Singh,Indian Administrative Service,Bihar,0,Graduate,Economics,Second,Supremo
BH028601,Shri R S Singh,Indian Administrative Service,Bihar,2,P.G.,Political Sc.,Second,Supremo
BH028601,Shri R S Singh,Indian Administrative Service,Bihar,4,P.G.,Public Admn,Second,Supremo
BH028603,Shri Yukti Nath Jha,Indian Administrative Service,Bihar,0,Diploma,Labour Welfare,Ordinary,Supremo
BH028603,Shri Yukti Nath Jha,Indian Administrative Service,Bihar,2,Graduate,English,Second,Supremo
BH028603,Shri Yukti Nath Jha,Indian Administrative Service,Bihar,4,P.G.,Political Sc.,Second,Supremo
BH028611,Shri S N Dubey,Indian Administrative Service,Bihar,0,B.Tech.,Civil Engg,First,Supremo
BH028611,Shri S N Dubey,Indian Administrative Service,Bihar,2,Graduate,Science,First,Supremo
BH028611,Shri S N Dubey,Indian Administrative Service,Bihar,4,P.G.,Civil Engg,First,Supremo
CG029600,Shri Paramapath Joy Oommen,Indian Administrative Service,Chhattisgarh,0,Graduate,Economics,Second,Supremo
CG029600,Shri Paramapath Joy Oommen,Indian Administrative Service,Chhattisgarh,2,P.G.,Development Economics,-,Supremo
CG029600,Shri Paramapath Joy Oommen,Indian Administrative Service,Chhattisgarh,4,P.G.,Economics,First,Supremo
CG029800,Shri Narayan Singh,Indian Administrative Service,Chhattisgarh,0,Graduate,Political Sc.,First,Supremo
UD040500,Shri Ajay Kumar Joshi,Indian Administrative Service,Uttarakhand,0,Graduate,Physics,First,Supremo
UD040500,Shri Ajay Kumar Joshi,Indian Administrative Service,Uttarakhand,2,P.G.,Physics,First,Supremo
UD041700,Shri Suneel Kumar Muttoo,Indian Administrative Service,Uttarakhand,0,Graduate,History,Third,Supremo
UD041700,Shri Suneel Kumar Muttoo,Indian Administrative Service,Uttarakhand,2,P.G.,History,Second,Supremo
UD042300,Shri Subhash Kumar,Indian Administrative Service,Uttarakhand,0,Certificate,Tibetan,First,Supremo
UD042300,Shri Subhash Kumar,Indian Administrative Service,Uttarakhand,2,Graduate,English,Third,Supremo
UD042300,Shri Subhash Kumar,Indian Administrative Service,Uttarakhand,4,P.G.,Political Sc.,Second,Supremo
UP040400,Dr. Noor Mohammed,Indian Administrative Service,Uttar Pradesh,0,Graduate,Physics,Gold Medalist,Supremo
UP040400,Dr. Noor Mohammed,Indian Administrative Service,Uttar Pradesh,2,P.G.,Administrative Science,-,Supremo
UP040400,Dr. Noor Mohammed,Indian Administrative Service,Uttar Pradesh,4,P.G.,Economics,Second,Supremo
UP040400,Dr. Noor Mohammed,Indian Administrative Service,Uttar Pradesh,6,P.G.,Physics,Gold Medalist,Supremo
UP040400,Dr. Noor Mohammed,Indian Administrative Service,Uttar Pradesh,8,Ph. D.,Economics,-,Supremo
UP040600,Shri Girish Chandra Chaturvedi,Indian Administrative Service,Uttar Pradesh,0,Graduate,Physics,First,Supremo
UP040600,Shri Girish Chandra Chaturvedi,Indian Administrative Service,Uttar Pradesh,2,P.G.,Physics,First,Supremo
UP040800,Shri Mohammad Haleem Khan,Indian Administrative Service,Uttar Pradesh,0,B.Sc.,Physics,First,Supremo
UP040800,Shri Mohammad Haleem Khan,Indian Administrative Service,Uttar Pradesh,2,M.Sc.,Physics,First,Supremo
UP040900,Shri Sc Asthana,Indian Administrative Service,Uttar Pradesh,0,Graduate,Physics,First,Supremo
UP040900,Shri Sc Asthana,Indian Administrative Service,Uttar Pradesh,2,P.G.,Physics,First,Supremo
UP041000,Shri Shekhar Agarwal,Indian Administrative Service,Uttar Pradesh,0,Graduate,Chemistry,First,Supremo
UP041000,Shri Shekhar Agarwal,Indian Administrative Service,Uttar Pradesh,2,P.G.,Chemistry,First,Supremo
UP041100,Shri V Venkatachalam,Indian Administrative Service,Uttar Pradesh,0,Graduate,English Lit,Third,Supremo
UP041100,Shri V Venkatachalam,Indian Administrative Service,Uttar Pradesh,2,P.G.,English Lit,Second,Supremo
UP041200,Shri Jagan Mathews,Indian Administrative Service,Uttar Pradesh,0,Graduate,English Lit,Second,Supremo
UP041200,Shri Jagan Mathews,Indian Administrative Service,Uttar Pradesh,2,P.G.,English Lit,First,Supremo
UP041500,Dr. Jacob Thomas,Indian Administrative Service,Uttar Pradesh,0,Diploma,Management,Ordinary,Supremo
UP041500,Dr. Jacob Thomas,Indian Administrative Service,Uttar Pradesh,2,Graduate,Physics,First,Supremo
UP041500,Dr. Jacob Thomas,Indian Administrative Service,Uttar Pradesh,4,P.G.,Management,First,Supremo
UP041500,Dr. Jacob Thomas,Indian Administrative Service,Uttar Pradesh,6,P.G.,Physics,First,Supremo
UP041500,Dr. Jacob Thomas,Indian Administrative Service,Uttar Pradesh,8,Ph. D.,Economics,Ordinary,Supremo
UP041600,Shri A Priyadarshi,Indian Administrative Service,Uttar Pradesh,0,Graduate,History,Second,Supremo
UP041600,Shri A Priyadarshi,Indian Administrative Service,Uttar Pradesh,2,P.G.,History,First,Supremo
UP041800,Dr. Nita Chowdhury,Indian Administrative Service,Uttar Pradesh,0,B.A. Honours,Political Sc.,Second,Supremo
UP041800,Dr. Nita Chowdhury,Indian Administrative Service,Uttar Pradesh,2,LL.B.,Law,Second,Supremo
UP041800,Dr. Nita Chowdhury,Indian Administrative Service,Uttar Pradesh,4,M.A.,Political Sc.,First,Supremo
UP041800,Dr. Nita Chowdhury,Indian Administrative Service,Uttar Pradesh,6,Ph. D.,Political Sc.,-,Supremo
UP041900,Dr. Virandra Singh,Indian Administrative Service,Uttar Pradesh,0,Graduate,Economics,Second,Supremo
UP041900,Dr. Virandra Singh,Indian Administrative Service,Uttar Pradesh,2,P.G.,Economics,First,Supremo
UP041900,Dr. Virandra Singh,Indian Administrative Service,Uttar Pradesh,4,Ph. D.,Economics,Ordinary,Supremo
UP042000,Shri Kalika Prasad,Indian Administrative Service,Uttar Pradesh,0,Graduate,Physics,First,Supremo
UP042100,Dr. Om Prakash-i,Indian Administrative Service,Uttar Pradesh,0,Graduate,Commerce,Third,Supremo
UP042100,Dr. Om Prakash-i,Indian Administrative Service,Uttar Pradesh,2,P.G.,Commerce,Second,Supremo
UP042100,Dr. Om Prakash-i,Indian Administrative Service,Uttar Pradesh,4,Ph. D.,Economics,Ordinary,Supremo
UP042200,Shri Giriraj Prasad Verma,Indian Administrative Service,Uttar Pradesh,0,Graduate,English,Third,Supremo
UP042200,Shri Giriraj Prasad Verma,Indian Administrative Service,Uttar Pradesh,2,M.B.A.,Public Admn,Second,Supremo
UP042200,Shri Giriraj Prasad Verma,Indian Administrative Service,Uttar Pradesh,4,M.Phil.,Social Sciences,Second,Supremo
UP042200,Shri Giriraj Prasad Verma,Indian Administrative Service,Uttar Pradesh,6,P.G.,Political Sc.,First,Supremo
UP042301,Shri Chandan Gopal,Indian Administrative Service,Uttar Pradesh,0,Graduate,Commerce,First,Supremo
UP042301,Shri Chandan Gopal,Indian Administrative Service,Uttar Pradesh,2,Graduate,Law,First,Supremo
UP042301,Shri Chandan Gopal,Indian Administrative Service,Uttar Pradesh,4,P.G.,Commerce,Second,Supremo
UP042302,Shri Pn Sinha,Indian Administrative Service,Uttar Pradesh,0,Graduate,English,Second,Supremo
UP042302,Shri Pn Sinha,Indian Administrative Service,Uttar Pradesh,2,Graduate,Law,Second,Supremo
UP042302,Shri Pn Sinha,Indian Administrative Service,Uttar Pradesh,4,P.G.,History,Second,Supremo
UP042303,Shri R S Yadava,Indian Administrative Service,Uttar Pradesh,0,Graduate,Civil Engg,First,Supremo
UP042303,Shri R S Yadava,Indian Administrative Service,Uttar Pradesh,2,Graduate,Physics,First,Supremo
